Gene	VIC-019-CL	VIC-025-CL	VIC-017-CL	VIC-041-CL	VIC-034-CL	VIC-020-CL	VIC-026-CL
A1BG	0.0	0.0	0.0180281093253455	0.0	0.0	0.2043899243852025	0.0
A1CF	0.0	3.196937805421707e-09	3.406943288234788e-11	6.940794729109052e-10	1.4078960037179358e-10	0.0	1.5200532799401796e-09
A2M	97.0279340638698	330.6936183358339	554.5498120520871	263.45376913822247	199.1510462614156	227.3580748258052	179.88891597055976
A2ML1	0.3321001291259465	324.36273043836565	0.0473791168003656	0.1028202962601079	0.0	0.0255693813836769	0.0
A4GALT	45.45522302980984	49.79854913268448	4.452296174429884	4.753946131246662	6.5759950124758415	7.621781503226166	3.198833424057633
A4GNT	0.0097632956964029	0.3260698232394383	0.0376154596540328	0.1767526363028704	0.2438005150887397	0.1164992069125746	0.0917291361439279
AAAS	31.89807698617383	16.51715844078297	15.720826096907134	13.546051532322528	13.824446684370283	14.520852076323516	24.38991745815159
AACS	19.41496257688701	17.927252103134332	13.791142400113287	7.818847074357791	7.386835435976491	11.799622600498171	36.401548063191655
AADAC	6.364977364464649	2.9572282640386325	3.9713651275660258	5.842252615324143	0.6819085384780853	7.547008255280738	0.6485379209573053
AADACL2	0.1715267432998151	0.0	0.0	0.0521133593313278	0.0	0.2007264431959199	0.0
AADACL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADAT	1.1012261922209885	1.929524698208285	1.3564955786435149	0.8706676259100021	0.7848625507283866	3.9462926900009343	2.3678989381306965
AAED1	15.718688623909626	12.909735939019187	17.733356131544408	17.179850337264224	16.359383290438288	23.99077028259991	8.328003042303273
AAGAB	14.721261384131346	23.577284810182363	12.216587119786432	23.03331225934372	12.209311897131816	25.410568366801428	28.01829951801232
AAK1	9.675693926686476	11.784808501137702	6.5284796706490775	21.29365790267434	7.180085254969543	14.86230880460681	8.440500815295763
AAMDC	31.23534383692611	18.41173304289709	44.92587647113253	36.27051583620762	22.796519592910485	27.828495091731053	37.15144231071099
AAMP	168.1268183228527	61.8349379628399	89.78168715717472	61.41952814814068	56.21927286932336	64.01236932197395	69.35929777016915
AANAT	0.2378105344304977	1.4242237456131146	0.6217398031796609	2.088397026233332	0.3604273555042871	1.5818786667575773	0.2063711150911542
AAR2	39.023933042639406	20.304738210644288	20.130778210676333	24.586084733235808	21.828044162812503	26.8209250899997	28.82977657022836
AARD	26.69055552862393	0.255203825286848	1.7783725348206627	0.503112554123938	0.2657254148367772	0.7699313338131388	0.8878837968340352
AARS	130.82734360310258	48.80199280275154	80.89516667271741	59.1242347664784	35.06724518424275	45.90716087810895	115.62430123199242
AARS2	5.640666573476612	7.470283381642883	14.042835849434526	8.913692821571901	2.7800117364095915	10.012407930588196	12.327118608756606
AASDH	4.7185515895108425	4.090401268632493	3.2236171468831163	3.1572099348453	2.807332507394672	7.229749385568714	4.289783596443721
AASDHPPT	26.49577733050044	12.952472844087696	7.599069739105133	8.74109554239884	8.012231479381134	19.103778069973306	12.586875078779972
AASS	1.274478868435701	20.321615666374733	7.570249660484262	12.33083846609834	2.6615544574470125	5.17151520286012	9.419809168961685
AATF	45.42843827646335	46.44663399516203	38.46206951793117	72.57580356304003	46.56321258552365	64.64806820285682	62.41823766786069
